Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2015-07-02,RELIANCE,EQ,1005.65,1009.0,1019.75,1007.1,1008.05,1010.85,1013.68,3641605,369140555550000.0,100369,1995021,0.5478000000000001
2015-07-03,RELIANCE,EQ,1010.85,1009.75,1013.8,1003.05,1005.4,1007.2,1008.46,3161556,318830741540000.0,87704,1882915,0.5956
2015-07-06,RELIANCE,EQ,1007.2,996.1,1018.9,995.2,1017.7,1015.55,1006.87,2797340,281656538025000.0,63280,1509543,0.5396
2015-07-07,RELIANCE,EQ,1015.55,1011.0,1016.6,1000.0,1004.15,1003.25,1007.46,2581847,260109756250000.0,81763,1523014,0.5899
2015-07-08,RELIANCE,EQ,1003.25,995.85,1008.7,991.65,993.2,996.6,998.88,3472328,346843172435000.0,96915,1674121,0.48210000000000003
2015-07-09,RELIANCE,EQ,996.6,996.0,1001.0,983.15,990.0,987.4,993.14,3713532,368807385850000.0,112899,2327134,0.6267
2015-07-10,RELIANCE,EQ,987.4,991.1,1004.0,990.25,1001.9,1001.8,998.98,3682606,367885454480000.0,101337,2001485,0.5435
2015-07-13,RELIANCE,EQ,1001.8,1001.8,1012.5,995.15,1005.8,1007.0,1004.58,2253887,226421436535000.0,85261,1268558,0.5628000000000001
2015-07-14,RELIANCE,EQ,1007.0,1008.9,1011.5,995.2,996.35,997.8,1002.08,2272786,227752357785000.0,61634,1281088,0.5637
2015-07-15,RELIANCE,EQ,997.8,999.75,1014.4,999.55,1008.85,1011.15,1009.69,3093396,312338313800000.0,63040,1968555,0.6364
2015-07-16,RELIANCE,EQ,1011.15,1012.0,1027.8,1011.15,1022.35,1023.7,1023.25,3395442,347436972865000.0,93148,1974168,0.5814
2015-07-17,RELIANCE,EQ,1023.7,1025.25,1031.15,1018.0,1024.0,1021.7,1025.68,2330438,239029294700000.0,61689,1300960,0.5582
2015-07-20,RELIANCE,EQ,1021.7,1027.8,1029.95,1017.9,1024.95,1024.75,1024.25,1451127,148632313720000.0,37725,715420,0.493
2015-07-21,RELIANCE,EQ,1024.75,1028.0,1028.45,1002.75,1010.8,1007.8,1018.12,1811142,184395464095000.0,62651,887851,0.4902
2015-07-22,RELIANCE,EQ,1007.8,1005.0,1053.95,1004.6,1051.9,1050.4,1039.67,3956647,411362683300000.0,108188,1881056,0.4754
2015-07-23,RELIANCE,EQ,1050.4,1053.5,1067.85,1041.2,1044.95,1045.3,1051.89,4261457,448256429785000.06,101181,1662181,0.39
2015-07-24,RELIANCE,EQ,1045.3,1048.0,1049.65,1021.1,1029.0,1025.05,1036.68,2994363,310419063560000.0,77903,1407651,0.47009999999999996
2015-07-27,RELIANCE,EQ,1025.05,1024.9,1029.9,1001.75,1002.1,1005.35,1015.96,4598763,467215132550000.0,163170,2081832,0.45270000000000005
2015-07-28,RELIANCE,EQ,1005.35,1008.3,1016.7,1000.1,1011.1,1010.25,1010.32,3059101,309068325445000.0,102509,1756519,0.5742
2015-07-29,RELIANCE,EQ,1010.25,1009.5,1012.7,992.1,995.9,996.0,1003.07,3380933,339131737475000.0,95948,2093680,0.6193
2015-07-30,RELIANCE,EQ,996.0,1000.1,1008.0,992.3,1000.0,1000.15,1000.42,2674704,267584071600000.0,55101,1295745,0.4844
2015-07-31,RELIANCE,EQ,1000.15,1000.0,1007.9,990.0,1001.0,1001.85,1000.38,3802312,380374733205000.0,93890,2376093,0.6249
2015-08-03,RELIANCE,EQ,1001.85,1001.0,1013.85,999.4,1002.0,1002.45,1005.15,2260182,227181890460000.0,64113,1164976,0.5154
2015-08-04,RELIANCE,EQ,1002.45,1003.4,1005.65,980.0,989.35,988.0,989.8,2744569,271656486590000.0,95768,1284542,0.46799999999999997
2015-08-05,RELIANCE,EQ,988.0,988.25,1000.8,984.1,988.2,987.75,993.42,3279028,325744264765000.0,63368,1648003,0.5025999999999999
2015-08-06,RELIANCE,EQ,987.75,991.0,992.0,977.5,978.5,978.95,983.01,1990511,195669035255000.0,48334,1017167,0.511
2015-08-07,RELIANCE,EQ,978.95,979.0,994.0,977.15,984.0,984.35,987.34,1967847,194293663335000.0,72393,899677,0.4572
2015-08-10,RELIANCE,EQ,984.35,984.5,988.8,964.5,966.3,968.9,976.42,2123285,207322674610000.0,54028,1396501,0.6577
2015-08-11,RELIANCE,EQ,968.9,971.0,973.65,958.0,966.0,966.0,966.23,2002952,193530622020000.0,55157,858996,0.4289
2015-08-12,RELIANCE,EQ,966.0,963.6,966.0,940.55,942.1,942.9,954.08,2205902,210460717130000.0,85463,917328,0.41590000000000005
2015-08-13,RELIANCE,EQ,942.9,947.0,953.95,929.4,938.4,933.35,940.41,2135047,200782404055000.0,55913,1056311,0.4947
2015-08-14,RELIANCE,EQ,933.35,940.25,972.0,934.3,966.45,966.95,958.88,2912005,279226017869999.97,87760,1551207,0.5327000000000001
2015-08-17,RELIANCE,EQ,966.95,966.0,966.0,946.05,950.9,950.7,952.62,2481826,236424270515000.0,73845,1314047,0.5295000000000001
2015-08-18,RELIANCE,EQ,950.7,956.0,956.0,942.2,945.05,944.1,946.32,1515583,143422506200000.0,47655,633420,0.4179
2015-08-19,RELIANCE,EQ,944.1,944.0,961.0,939.45,953.0,954.6,952.7,2029201,193321760200000.0,50536,988974,0.48740000000000006
2015-08-20,RELIANCE,EQ,954.6,959.95,959.95,913.75,915.65,916.3,929.53,4344929,403876004390000.0,120814,2721925,0.6265
2015-08-21,RELIANCE,EQ,916.3,910.0,911.9,897.0,905.55,907.95,905.24,4583212,414889427665000.0,127465,2978232,0.6498
2015-08-24,RELIANCE,EQ,907.95,880.0,880.0,818.0,821.75,829.55,855.47,8145723,696838332625000.0,180439,4629722,0.5684
2015-08-25,RELIANCE,EQ,829.55,840.85,860.65,823.2,858.3,848.15,841.72,11315843,952476844875000.0,168596,7999100,0.7069
2015-08-26,RELIANCE,EQ,848.15,847.8,874.8,840.0,851.8,853.4,860.44,4332912,372821746840000.0,116846,2295155,0.5297
2015-08-27,RELIANCE,EQ,853.4,866.8,881.25,857.05,868.5,869.15,870.09,6171185,536951538325000.0,134104,3943292,0.639
2015-08-28,RELIANCE,EQ,869.15,875.0,883.0,866.1,871.1,872.4,874.99,2461890,215413782035000.0,60204,989992,0.4021
2015-08-31,RELIANCE,EQ,872.4,872.85,872.85,853.8,857.65,855.9,860.15,4733716,407168567395000.0,80933,3366317,0.7111
2015-09-01,RELIANCE,EQ,855.9,853.9,853.9,835.1,838.15,839.85,842.26,4947842,416736857315000.0,95197,3217918,0.6504000000000001
2015-09-02,RELIANCE,EQ,839.85,850.0,857.1,842.6,853.0,849.55,850.31,4492201,381976280085000.0,103193,2882270,0.6416
2015-09-03,RELIANCE,EQ,849.55,854.05,860.75,844.4,855.05,853.85,852.42,2665275,227193032660000.0,71594,1379765,0.5177
2015-09-04,RELIANCE,EQ,853.85,849.7,849.7,825.1,835.05,835.9,835.59,3703036,309423381680000.0,76332,2203836,0.5951
2015-09-07,RELIANCE,EQ,835.9,838.25,844.0,827.7,833.05,833.2,833.34,2339465,194957093045000.0,62033,1249598,0.5341
2015-09-08,RELIANCE,EQ,833.2,836.0,852.95,825.1,850.6,848.6,842.4,2948830,248410286755000.03,79567,1352665,0.4587
2015-09-09,RELIANCE,EQ,848.6,861.0,878.7,850.5,870.1,874.05,866.09,3963791,343301224280000.0,109108,2323884,0.5863
2015-09-10,RELIANCE,EQ,874.05,861.0,870.5,855.5,870.5,867.0,863.59,2531423,218610631690000.0,54859,1416406,0.5595
2015-09-11,RELIANCE,EQ,867.0,872.0,876.1,856.2,860.35,860.95,863.16,2430944,209828231540000.0,57363,1275183,0.5246000000000001
2015-09-14,RELIANCE,EQ,860.95,861.75,865.7,851.9,862.0,863.85,858.87,1820453,156352891235000.0,45885,775917,0.42619999999999997
2015-09-15,RELIANCE,EQ,863.85,862.0,870.0,855.6,867.0,868.15,864.45,2630944,227431620935000.0,63045,1466818,0.5575
2015-09-16,RELIANCE,EQ,868.15,872.1,877.35,865.2,872.6,872.55,872.1,3068686,267621551394999.97,59035,1998700,0.6513
2015-09-18,RELIANCE,EQ,872.55,878.45,899.5,877.15,891.7,895.4,890.05,7831592,697052341840000.0,126115,6100039,0.7789
2015-09-21,RELIANCE,EQ,895.4,880.0,888.2,876.05,877.75,878.1,882.23,2910364,256762247650000.0,83987,1883028,0.647
2015-09-22,RELIANCE,EQ,878.1,880.0,884.9,844.5,846.0,847.9,861.37,3599162,310021631380000.0,91666,1921854,0.534
2015-09-23,RELIANCE,EQ,847.9,843.0,856.8,840.0,849.3,850.35,848.94,3479324,295374256950000.0,61882,2188168,0.6289
2015-09-24,RELIANCE,EQ,850.35,848.0,848.0,834.75,836.65,837.35,838.12,6646509,557056652214999.94,82970,5163391,0.7769
2015-09-28,RELIANCE,EQ,837.35,839.8,840.9,828.7,835.0,834.25,834.47,2657197,221734037255000.03,66012,1430216,0.5382
2015-09-29,RELIANCE,EQ,834.25,830.0,850.25,826.1,842.0,840.75,838.35,3623837,303802913175000.0,85289,2101366,0.5799000000000001
2015-09-30,RELIANCE,EQ,840.75,851.0,864.8,838.5,862.05,862.3,853.69,3952665,337434592280000.0,101403,2097005,0.5305
2015-10-01,RELIANCE,EQ,862.3,873.95,873.95,858.6,862.5,864.7,864.09,1980306,171117017545000.0,43384,1056518,0.5335
2015-10-05,RELIANCE,EQ,864.7,862.8,890.0,861.85,889.5,888.0,878.86,3660854,321737361290000.0,87514,2055732,0.5615
2015-10-06,RELIANCE,EQ,888.0,895.65,900.5,885.75,893.9,898.05,893.49,2818498,251831000235000.0,89048,1677798,0.5953
2015-10-07,RELIANCE,EQ,898.05,894.7,918.05,891.0,916.1,913.8,903.5,2632179,237817501950000.0,74168,1335809,0.5075000000000001
2015-10-08,RELIANCE,EQ,913.8,914.9,914.9,886.25,892.4,889.1,899.98,2457989,221213007044999.97,62316,788952,0.321
2015-10-09,RELIANCE,EQ,889.1,894.05,905.45,881.5,885.7,887.35,892.19,2132195,190231441525000.0,56884,851776,0.3995
2015-10-12,RELIANCE,EQ,887.35,888.0,901.6,888.0,892.35,891.75,894.81,1420049,127067077595000.0,38862,518886,0.3654
2015-10-13,RELIANCE,EQ,891.75,885.05,896.3,882.9,895.0,893.6,890.39,1408658,125425067215000.02,36218,529312,0.37579999999999997
2015-10-14,RELIANCE,EQ,893.6,895.8,905.0,893.95,904.2,902.95,899.94,1829257,164622978255000.0,52175,809739,0.44270000000000004
2015-10-15,RELIANCE,EQ,902.95,907.7,911.0,900.1,903.6,903.7,905.46,2068330,187278359780000.0,86429,1079605,0.522
2015-10-16,RELIANCE,EQ,903.7,904.5,914.8,903.7,914.8,912.15,911.22,3485193,317576499775000.0,77292,1864227,0.5349
2015-10-19,RELIANCE,EQ,912.15,941.0,965.5,941.0,962.3,963.5,956.63,7658875,732670595085000.0,169482,2763254,0.3608
2015-10-20,RELIANCE,EQ,963.5,965.0,966.7,953.0,955.0,956.7,957.47,4135503,395960569170000.0,78770,2320307,0.5611
2015-10-21,RELIANCE,EQ,956.7,955.5,974.8,953.0,953.9,955.0,963.05,3292615,317096873525000.0,91253,1229198,0.37329999999999997
2015-10-23,RELIANCE,EQ,955.0,963.95,973.05,941.15,954.8,955.65,962.9,2778068,267501021775000.0,76623,1337730,0.4815
2015-10-26,RELIANCE,EQ,955.65,961.9,963.0,941.3,942.15,942.85,948.12,2500420,237070995735000.0,63826,1301352,0.5205
2015-10-27,RELIANCE,EQ,942.85,938.8,948.25,937.4,939.5,939.55,941.44,2651976,249667618735000.0,87659,1614510,0.6088
2015-10-28,RELIANCE,EQ,939.55,936.9,944.9,929.9,936.9,936.95,936.98,2733564,256129247180000.03,67044,1636569,0.5987
2015-10-29,RELIANCE,EQ,936.95,936.0,945.0,934.95,940.5,941.0,940.34,3035672,285456795155000.0,76473,2108950,0.6947
2015-10-30,RELIANCE,EQ,941.0,942.1,955.9,940.1,946.5,947.7,949.62,3055325,290138510050000.0,69257,1752363,0.5735
2015-11-02,RELIANCE,EQ,947.7,949.0,961.5,945.2,959.85,959.8,953.41,1650838,157393046785000.0,42402,936577,0.5673
2015-11-03,RELIANCE,EQ,959.8,963.25,970.45,961.25,967.0,967.2,965.43,2599796,250990952619999.97,65688,1754587,0.6748999999999999
2015-11-04,RELIANCE,EQ,967.2,968.0,975.0,946.2,947.45,951.3,961.91,2293418,220606353305000.03,72054,1331663,0.5806
2015-11-05,RELIANCE,EQ,951.3,949.0,951.0,933.0,935.15,936.6,941.85,2461259,231812928519999.97,90682,1555837,0.6321
2015-11-06,RELIANCE,EQ,936.6,939.45,954.75,937.9,951.8,952.4,948.47,1912599,181403844340000.0,71989,1060804,0.5546
2015-11-09,RELIANCE,EQ,952.4,933.5,965.0,923.45,960.35,961.25,949.16,3893160,369524092920000.0,73959,2471307,0.6348
2015-11-10,RELIANCE,EQ,961.25,957.0,959.5,916.3,925.7,922.75,933.44,2625561,245081511680000.03,65647,1381943,0.5263
2015-11-11,RELIANCE,EQ,922.75,927.1,932.85,927.1,928.5,928.45,928.82,299511,27819326539999.996,8723,98030,0.3273
2015-11-13,RELIANCE,EQ,928.45,915.05,938.55,914.5,931.85,933.05,929.36,3127549,290662422330000.0,99399,1889429,0.6041
2015-11-16,RELIANCE,EQ,933.05,926.0,942.0,924.75,933.0,934.3,934.51,3507963,327820956600000.0,65980,2302883,0.6565000000000001
2015-11-17,RELIANCE,EQ,934.3,938.05,938.9,926.2,927.35,927.75,931.47,1963105,182857375125000.0,42115,1170802,0.5964
2015-11-18,RELIANCE,EQ,927.75,927.6,931.3,909.95,911.0,912.0,921.37,2571383,236919814705000.03,132654,1505710,0.5856
2015-11-19,RELIANCE,EQ,912.0,918.9,938.7,917.25,933.55,934.75,931.31,2784876,259359531975000.0,81482,1591562,0.5715
2015-11-20,RELIANCE,EQ,934.75,934.0,952.8,925.55,948.0,946.85,942.21,2583965,243462510860000.0,57892,1344176,0.5202
2015-11-23,RELIANCE,EQ,946.85,950.0,957.9,946.2,956.3,953.75,951.73,2400013,228416769550000.0,79563,1414277,0.5893
2015-11-24,RELIANCE,EQ,953.75,953.0,971.6,951.05,969.1,967.7,964.16,3384443,326312905330000.0,83064,2141467,0.6327
2015-11-26,RELIANCE,EQ,967.7,971.0,991.95,968.25,990.0,988.65,983.36,5441612,535105404530000.0,110515,3531632,0.649
2015-11-27,RELIANCE,EQ,988.65,989.0,992.5,974.1,979.5,979.05,982.75,2489697,244675208940000.0,68929,1303225,0.5234000000000001
2015-11-30,RELIANCE,EQ,979.05,978.5,984.4,962.3,967.1,965.85,967.44,6839027,661638126325000.0,92076,4617784,0.6752
2015-12-01,RELIANCE,EQ,965.85,964.0,978.8,961.25,966.55,965.9,968.5,2967325,287386659810000.0,65247,1737934,0.5857
2015-12-02,RELIANCE,EQ,965.9,966.25,979.7,964.5,978.65,977.95,972.76,1731204,168403838830000.0,65916,707134,0.40850000000000003
2015-12-03,RELIANCE,EQ,977.95,974.9,988.95,974.1,977.05,977.2,980.75,2597024,254702706130000.03,54577,1304778,0.5024000000000001
2015-12-04,RELIANCE,EQ,977.2,972.3,976.2,961.4,966.0,965.45,967.43,3073001,297290592130000.0,78197,1738082,0.5656
2015-12-07,RELIANCE,EQ,965.45,965.45,973.0,949.75,952.6,952.05,957.4,3310778,316974773725000.0,77551,1973435,0.5961
2015-12-08,RELIANCE,EQ,952.05,948.9,953.6,936.1,940.0,940.9,945.84,1721726,162848560680000.0,62533,770794,0.44770000000000004
2015-12-09,RELIANCE,EQ,940.9,936.2,943.45,912.85,917.75,915.9,924.72,2097118,193925572130000.0,54403,1017335,0.4851
2015-12-10,RELIANCE,EQ,915.9,922.5,953.8,920.0,949.25,950.35,940.59,4249865,399739049170000.0,117406,2428087,0.5713
2015-12-11,RELIANCE,EQ,950.35,951.75,959.0,942.9,950.9,952.95,950.93,4150045,394642106250000.0,80404,2363190,0.5694
2015-12-14,RELIANCE,EQ,952.95,947.6,963.5,946.0,958.05,955.1,955.64,2414730,230762294010000.0,92541,1282998,0.5313
2015-12-15,RELIANCE,EQ,955.1,957.0,977.95,953.65,976.0,975.9,969.49,3593061,348343230545000.0,116706,2136173,0.5945
2015-12-16,RELIANCE,EQ,975.9,975.9,987.55,973.5,979.0,978.65,981.35,2765248,271367899810000.0,87348,1647585,0.5958
2015-12-17,RELIANCE,EQ,978.65,980.05,1015.0,978.0,1013.05,1009.7,996.08,4427435,441007803100000.0,115033,2561104,0.5785
2015-12-18,RELIANCE,EQ,1009.7,1003.8,1009.0,990.0,990.6,991.9,995.59,3661020,364488883610000.0,91366,2462445,0.6726000000000001
2015-12-21,RELIANCE,EQ,991.9,987.9,999.0,984.35,990.5,992.1,991.29,2818835,279428962894999.97,67705,1466404,0.5202
2015-12-22,RELIANCE,EQ,992.1,992.8,1002.6,984.0,985.9,987.3,992.85,2646828,262790043530000.03,85459,1339241,0.506
2015-12-23,RELIANCE,EQ,987.3,991.8,1006.9,990.0,1004.7,1003.8,1003.71,2953173,296413017490000.0,105611,1739721,0.5891
2015-12-24,RELIANCE,EQ,1003.8,1003.9,1007.2,996.3,1002.4,1000.55,1000.54,2720569,272204904130000.03,71797,1611582,0.5924
2015-12-28,RELIANCE,EQ,1000.55,1000.6,1013.75,1000.0,1010.1,1010.4,1009.24,2945508,297272442695000.0,52257,1770192,0.601
2015-12-29,RELIANCE,EQ,1010.4,1010.4,1018.7,1007.15,1014.0,1015.4,1014.21,3409060,345750561235000.0,113811,2342117,0.687
2015-12-30,RELIANCE,EQ,1015.4,1015.0,1016.0,1002.0,1003.45,1004.5,1007.91,1863321,187806256555000.0,63926,1161470,0.6233
2015-12-31,RELIANCE,EQ,1004.5,1003.4,1019.7,999.1,1010.4,1014.6,1011.8,4225066,427493369975000.0,58372,2504126,0.5927
2016-01-01,RELIANCE,EQ,1014.6,1009.8,1018.9,1008.2,1013.6,1015.35,1015.52,1238135,125735282530000.0,30701,529539,0.4277
